Season,ISOyear,SevenDayEnding,Country,WastewaterRNA
2019/20,2020,20200528,S92000003,0.180372
2019/20,2020,20200529,S92000003,0.236477
2019/20,2020,20200601,S92000003,0.227071
2019/20,2020,20200602,S92000003,0.228362
2019/20,2020,20200603,S92000003,0.211854
2019/20,2020,20200604,S92000003,0.202167
2019/20,2020,20200606,S92000003,0.203107
2019/20,2020,20200608,S92000003,0.1682
2019/20,2020,20200609,S92000003,0.064413
2019/20,2020,20200610,S92000003,0.173072
2019/20,2020,20200615,S92000003,0.229735
2019/20,2020,20200616,S92000003,0.689019
2019/20,2020,20200617,S92000003,0.102857
2019/20,2020,20200619,S92000003,0.102857
2019/20,2020,20200622,S92000003,0.205194
2019/20,2020,20200623,S92000003,0.102597
2019/20,2020,20200624,S92000003,0.069286
2019/20,2020,20200628,S92000003,0.114891
2019/20,2020,20200630,S92000003,0.01791
2019/20,2020,20200701,S92000003,0.01791
2019/20,2020,20200703,S92000003,0.01791
2019/20,2020,20200706,S92000003,0
2019/20,2020,20200707,S92000003,0
2019/20,2020,20200708,S92000003,0
2019/20,2020,20200710,S92000003,0
2019/20,2020,20200807,S92000003,0.17218
2019/20,2020,20200808,S92000003,0.139864
2019/20,2020,20200809,S92000003,0.125523
2019/20,2020,20200810,S92000003,2.661139
2019/20,2020,20200811,S92000003,2.204755
2019/20,2020,20200812,S92000003,2.965417
2019/20,2020,20200813,S92000003,2.807881
2019/20,2020,20200814,S92000003,2.88106
2019/20,2020,20200817,S92000003,1.271392
2019/20,2020,20200818,S92000003,1.072821
2019/20,2020,20200819,S92000003,1.077167
2019/20,2020,20200820,S92000003,1.181537
2019/20,2020,20200821,S92000003,1.088986
2019/20,2020,20200822,S92000003,1.056531
2019/20,2020,20200824,S92000003,1.008604
2019/20,2020,20200825,S92000003,1.981252
2019/20,2020,20200826,S92000003,2.402003
2019/20,2020,20200828,S92000003,2.406661
2019/20,2020,20200831,S92000003,2.650262
2019/20,2020,20200901,S92000003,2.393859
2019/20,2020,20200902,S92000003,2.158485
2019/20,2020,20200903,S92000003,2.162298
2019/20,2020,20200904,S92000003,2.449476
2019/20,2020,20200906,S92000003,2.450483
2019/20,2020,20200907,S92000003,3.132421
2019/20,2020,20200908,S92000003,3.814697
2019/20,2020,20200909,S92000003,4.2289
2019/20,2020,20200910,S92000003,4.187965
2019/20,2020,20200911,S92000003,4.20215
2019/20,2020,20200914,S92000003,4.12424
2019/20,2020,20200915,S92000003,2.749697
2019/20,2020,20200916,S92000003,2.342255
2019/20,2020,20200917,S92000003,2.348905
2019/20,2020,20200918,S92000003,2.321873
2019/20,2020,20200920,S92000003,2.42042
2019/20,2020,20200921,S92000003,4.673122
2019/20,2020,20200922,S92000003,6.003247
2019/20,2020,20200923,S92000003,7.401666
2019/20,2020,20200924,S92000003,7.550062
2019/20,2020,20200925,S92000003,7.649881
2020/21,2020,20200928,S92000003,8.190847
2020/21,2020,20200929,S92000003,11.443974
2020/21,2020,20200930,S92000003,12.205908
2020/21,2020,20201001,S92000003,13.107624
2020/21,2020,20201002,S92000003,14.190753
2020/21,2020,20201005,S92000003,15.313477
2020/21,2020,20201006,S92000003,23.409211
2020/21,2020,20201007,S92000003,23.954205
2020/21,2020,20201009,S92000003,23.923837
2020/21,2020,20201012,S92000003,24.927315
2020/21,2020,20201013,S92000003,18.215602
2020/21,2020,20201014,S92000003,18.962626
2020/21,2020,20201015,S92000003,19.229876
2020/21,2020,20201016,S92000003,20.820081
2020/21,2020,20201019,S92000003,20.099765
2020/21,2020,20201020,S92000003,27.074884
2020/21,2020,20201021,S92000003,26.744251
2020/21,2020,20201022,S92000003,26.610666
2020/21,2020,20201023,S92000003,26.002445
2020/21,2020,20201026,S92000003,27.618089
2020/21,2020,20201027,S92000003,22.031101
2020/21,2020,20201028,S92000003,19.819425
2020/21,2020,20201029,S92000003,20.276023
2020/21,2020,20201030,S92000003,21.237945
2020/21,2020,20201031,S92000003,21.738219
2020/21,2020,20201102,S92000003,20.589549
2020/21,2020,20201103,S92000003,24.133809
2020/21,2020,20201104,S92000003,25.255705
2020/21,2020,20201106,S92000003,22.965222
2020/21,2020,20201109,S92000003,19.757612
2020/21,2020,20201110,S92000003,20.393068
2020/21,2020,20201111,S92000003,18.700905
2020/21,2020,20201112,S92000003,19.907336
2020/21,2020,20201113,S92000003,22.564048
2020/21,2020,20201116,S92000003,18.556834
2020/21,2020,20201117,S92000003,21.317144
2020/21,2020,20201118,S92000003,20.341875
2020/21,2020,20201119,S92000003,16.772183
2020/21,2020,20201120,S92000003,16.622843
2020/21,2020,20201123,S92000003,20.104578
2020/21,2020,20201124,S92000003,18.445176
2020/21,2020,20201125,S92000003,20.264137
2020/21,2020,20201126,S92000003,21.189147
2020/21,2020,20201127,S92000003,21.164115
2020/21,2020,20201130,S92000003,26.727033
2020/21,2020,20201201,S92000003,28.728809
2020/21,2020,20201202,S92000003,29.868953
2020/21,2020,20201203,S92000003,30.570277
2020/21,2020,20201204,S92000003,29.632065
2020/21,2020,20201206,S92000003,27.624573
2020/21,2020,20201207,S92000003,24.274563
2020/21,2020,20201208,S92000003,22.521755
2020/21,2020,20201209,S92000003,21.958167
2020/21,2020,20201210,S92000003,18.957365
2020/21,2020,20201211,S92000003,18.173307
2020/21,2020,20201214,S92000003,19.856049
2020/21,2020,20201215,S92000003,20.20503
2020/21,2020,20201216,S92000003,19.23763
2020/21,2020,20201217,S92000003,21.504377
2020/21,2020,20201218,S92000003,21.131211
2020/21,2020,20201221,S92000003,22.433708
2020/21,2020,20201229,S92000003,66.178849
2020/21,2020,20201230,S92000003,65.655435
2020/21,2020,20201231,S92000003,68.230282
2020/21,2021,20210104,S92000003,70.327061
2020/21,2021,20210105,S92000003,57.432219
2020/21,2021,20210106,S92000003,57.437124
2020/21,2021,20210107,S92000003,59.27641
2020/21,2021,20210108,S92000003,60.095816
2020/21,2021,20210111,S92000003,52.856153
2020/21,2021,20210112,S92000003,59.378006
2020/21,2021,20210113,S92000003,68.987734
2020/21,2021,20210114,S92000003,68.058108
2020/21,2021,20210115,S92000003,66.043442
2020/21,2021,20210117,S92000003,65.832045
2020/21,2021,20210118,S92000003,60.838785
2020/21,2021,20210119,S92000003,54.60233
2020/21,2021,20210120,S92000003,40.602012
2020/21,2021,20210121,S92000003,37.139107
2020/21,2021,20210122,S92000003,36.052698
2020/21,2021,20210123,S92000003,36.172424
2020/21,2021,20210125,S92000003,31.713845
2020/21,2021,20210126,S92000003,30.159035
2020/21,2021,20210127,S92000003,33.954222
2020/21,2021,20210129,S92000003,34.277173
2020/21,2021,20210201,S92000003,37.315083
2020/21,2021,20210202,S92000003,35.255282
2020/21,2021,20210203,S92000003,40.488235
2020/21,2021,20210204,S92000003,39.728341
2020/21,2021,20210205,S92000003,36.986978
2020/21,2021,20210206,S92000003,36.989789
2020/21,2021,20210208,S92000003,36.47036
2020/21,2021,20210209,S92000003,33.216619
2020/21,2021,20210210,S92000003,27.113346
2020/21,2021,20210211,S92000003,26.588989
2020/21,2021,20210212,S92000003,27.97736
2020/21,2021,20210215,S92000003,28.41652
2020/21,2021,20210216,S92000003,31.634242
2020/21,2021,20210217,S92000003,31.930406
2020/21,2021,20210218,S92000003,34.315222
2020/21,2021,20210219,S92000003,32.210407
2020/21,2021,20210221,S92000003,32.092005
2020/21,2021,20210222,S92000003,22.990014
2020/21,2021,20210223,S92000003,24.061531
2020/21,2021,20210224,S92000003,24.363112
2020/21,2021,20210225,S92000003,21.543844
2020/21,2021,20210226,S92000003,19.985859
2020/21,2021,20210227,S92000003,19.625927
2020/21,2021,20210228,S92000003,19.58048
2020/21,2021,20210301,S92000003,18.741395
2020/21,2021,20210302,S92000003,14.665446
2020/21,2021,20210303,S92000003,14.270244
2020/21,2021,20210304,S92000003,14.383339
2020/21,2021,20210305,S92000003,14.269415
2020/21,2021,20210306,S92000003,14.298367
2020/21,2021,20210307,S92000003,14.280931
2020/21,2021,20210308,S92000003,13.742068
2020/21,2021,20210309,S92000003,14.131477
2020/21,2021,20210310,S92000003,15.46378
2020/21,2021,20210311,S92000003,14.423709
2020/21,2021,20210312,S92000003,14.593896
2020/21,2021,20210315,S92000003,13.821983
2020/21,2021,20210316,S92000003,13.709848
2020/21,2021,20210317,S92000003,12.693184
2020/21,2021,20210318,S92000003,12.580469
2020/21,2021,20210319,S92000003,12.372917
2020/21,2021,20210322,S92000003,12.617318
2020/21,2021,20210323,S92000003,11.584177
2020/21,2021,20210324,S92000003,11.268383
2020/21,2021,20210325,S92000003,10.792777
2020/21,2021,20210326,S92000003,10.386622
2020/21,2021,20210329,S92000003,10.787522
2020/21,2021,20210330,S92000003,10.18861
2020/21,2021,20210331,S92000003,8.826565
2020/21,2021,20210401,S92000003,8.382982
2020/21,2021,20210402,S92000003,8.005465
2020/21,2021,20210405,S92000003,7.280826
2020/21,2021,20210406,S92000003,6.990382
2020/21,2021,20210407,S92000003,6.952842
2020/21,2021,20210408,S92000003,6.810846
2020/21,2021,20210409,S92000003,6.540127
2020/21,2021,20210410,S92000003,6.526823
2020/21,2021,20210412,S92000003,6.62377
2020/21,2021,20210413,S92000003,5.987554
2020/21,2021,20210414,S92000003,6.029065
2020/21,2021,20210415,S92000003,6.185723
2020/21,2021,20210416,S92000003,6.055194
2020/21,2021,20210419,S92000003,5.189205
2020/21,2021,20210421,S92000003,8.476893
2020/21,2021,20210422,S92000003,1.920777
2020/21,2021,20210423,S92000003,2.236544
2020/21,2021,20210426,S92000003,1.991875
2020/21,2021,20210427,S92000003,2.628323
2020/21,2021,20210428,S92000003,2.826305
2020/21,2021,20210429,S92000003,3.219772
2020/21,2021,20210430,S92000003,3.343087
2020/21,2021,20210503,S92000003,3.681958
2020/21,2021,20210504,S92000003,3.683603
2020/21,2021,20210505,S92000003,4.112492
2020/21,2021,20210506,S92000003,3.145296
2020/21,2021,20210507,S92000003,3.406613
2020/21,2021,20210510,S92000003,3.712416
2020/21,2021,20210511,S92000003,5.1342
2020/21,2021,20210512,S92000003,6.383071
2020/21,2021,20210513,S92000003,7.711024
2020/21,2021,20210514,S92000003,9.435897
2020/21,2021,20210517,S92000003,9.224811
2020/21,2021,20210518,S92000003,9.623785
2020/21,2021,20210519,S92000003,8.386552
2020/21,2021,20210520,S92000003,7.186576
2020/21,2021,20210521,S92000003,7.613599
2020/21,2021,20210523,S92000003,7.610854
2020/21,2021,20210524,S92000003,8.631747
2020/21,2021,20210525,S92000003,9.543797
2020/21,2021,20210526,S92000003,9.609002
2020/21,2021,20210527,S92000003,9.04404
2020/21,2021,20210528,S92000003,8.633944
2020/21,2021,20210531,S92000003,9.797144
2020/21,2021,20210601,S92000003,9.588763
2020/21,2021,20210602,S92000003,10.43087
2020/21,2021,20210603,S92000003,11.778658
2020/21,2021,20210604,S92000003,13.204225
2020/21,2021,20210607,S92000003,14.613371
2020/21,2021,20210608,S92000003,15.087538
2020/21,2021,20210609,S92000003,14.657122
2020/21,2021,20210610,S92000003,13.7977
2020/21,2021,20210611,S92000003,15.206986
2020/21,2021,20210614,S92000003,14.848837
2020/21,2021,20210615,S92000003,15.428884
2020/21,2021,20210616,S92000003,15.491186
2020/21,2021,20210617,S92000003,15.20467
2020/21,2021,20210618,S92000003,14.854176
2020/21,2021,20210619,S92000003,14.88641
2020/21,2021,20210621,S92000003,17.674089
2020/21,2021,20210622,S92000003,19.952376
2020/21,2021,20210623,S92000003,23.159644
2020/21,2021,20210624,S92000003,25.687638
2020/21,2021,20210625,S92000003,29.052531
2020/21,2021,20210628,S92000003,44.176427
2020/21,2021,20210629,S92000003,48.007597
2020/21,2021,20210630,S92000003,48.397346
2020/21,2021,20210701,S92000003,55.630243
2020/21,2021,20210702,S92000003,70.868745
2020/21,2021,20210705,S92000003,98.511312
2020/21,2021,20210706,S92000003,101.413364
2020/21,2021,20210707,S92000003,94.907191
2020/21,2021,20210708,S92000003,100.415205
2020/21,2021,20210709,S92000003,91.31518
2020/21,2021,20210710,S92000003,91.247755
2020/21,2021,20210712,S92000003,77.640189
2020/21,2021,20210713,S92000003,78.704653
2020/21,2021,20210716,S92000003,75.427777
2020/21,2021,20210719,S92000003,59.02184
2020/21,2021,20210720,S92000003,51.783239
2020/21,2021,20210721,S92000003,52.766305
2020/21,2021,20210722,S92000003,52.521844
2020/21,2021,20210723,S92000003,49.405223
2020/21,2021,20210726,S92000003,45.617003
2020/21,2021,20210727,S92000003,44.506462
2020/21,2021,20210728,S92000003,41.574517
2020/21,2021,20210729,S92000003,41.538215
2020/21,2021,20210730,S92000003,44.256892
2020/21,2021,20210802,S92000003,40.870052
2020/21,2021,20210803,S92000003,40.579955
2020/21,2021,20210804,S92000003,40.398706
2020/21,2021,20210805,S92000003,37.80085
2020/21,2021,20210806,S92000003,36.098119
2020/21,2021,20210809,S92000003,36.11098
2020/21,2021,20210810,S92000003,32.401406
2020/21,2021,20210811,S92000003,28.144138
2020/21,2021,20210812,S92000003,28.753461
2020/21,2021,20210813,S92000003,34.298598
2020/21,2021,20210816,S92000003,39.171875
2020/21,2021,20210817,S92000003,44.604873
2020/21,2021,20210818,S92000003,60.4542
2020/21,2021,20210819,S92000003,63.001689
2020/21,2021,20210820,S92000003,83.026926
2020/21,2021,20210823,S92000003,94.943562
2020/21,2021,20210824,S92000003,104.990136
2020/21,2021,20210825,S92000003,96.971244
2020/21,2021,20210826,S92000003,103.774213
2020/21,2021,20210827,S92000003,108.150238
2020/21,2021,20210830,S92000003,161.300688
2020/21,2021,20210831,S92000003,154.438038
2020/21,2021,20210901,S92000003,171.583424
2020/21,2021,20210902,S92000003,174.227119
2020/21,2021,20210903,S92000003,177.26653
2020/21,2021,20210906,S92000003,173.059035
2020/21,2021,20210907,S92000003,275.442761
2020/21,2021,20210908,S92000003,322.193272
2020/21,2021,20210909,S92000003,278.938237
2020/21,2021,20210910,S92000003,272.248561
2020/21,2021,20210913,S92000003,257.337195
2020/21,2021,20210914,S92000003,131.975065
2020/21,2021,20210915,S92000003,138.284413
2020/21,2021,20210916,S92000003,130.73085
2020/21,2021,20210917,S92000003,119.530772
2020/21,2021,20210920,S92000003,96.890108
2020/21,2021,20210921,S92000003,97.29104
2020/21,2021,20210922,S92000003,90.934667
2020/21,2021,20210923,S92000003,87.886026
2020/21,2021,20210924,S92000003,82.899545
2020/21,2021,20210927,S92000003,96.9882
2020/21,2021,20210928,S92000003,86.336076
2020/21,2021,20210929,S92000003,87.250999
2020/21,2021,20210930,S92000003,97.423097
2020/21,2021,20211001,S92000003,98.100036
2021/22,2021,20211004,S92000003,83.602406
2021/22,2021,20211005,S92000003,89.579872
2021/22,2021,20211006,S92000003,73.580886
2021/22,2021,20211007,S92000003,59.998493
2021/22,2021,20211008,S92000003,58.628292
2021/22,2021,20211011,S92000003,53.419278
2021/22,2021,20211012,S92000003,54.668748
2021/22,2021,20211013,S92000003,54.413363
2021/22,2021,20211014,S92000003,57.919433
2021/22,2021,20211015,S92000003,61.342482
2021/22,2021,20211018,S92000003,58.678248
2021/22,2021,20211019,S92000003,57.81866
2021/22,2021,20211020,S92000003,57.957187
2021/22,2021,20211021,S92000003,56.600845
2021/22,2021,20211022,S92000003,49.497335
2021/22,2021,20211025,S92000003,52.412379
2021/22,2021,20211026,S92000003,56.124782
2021/22,2021,20211027,S92000003,69.071923
2021/22,2021,20211028,S92000003,73.965751
2021/22,2021,20211029,S92000003,73.725046
2021/22,2021,20211101,S92000003,69.700502
2021/22,2021,20211102,S92000003,62.337266
2021/22,2021,20211103,S92000003,53.714583
2021/22,2021,20211104,S92000003,54.090077
2021/22,2021,20211105,S92000003,50.537111
2021/22,2021,20211107,S92000003,50.427653
2021/22,2021,20211108,S92000003,57.316733
2021/22,2021,20211109,S92000003,60.005332
2021/22,2021,20211110,S92000003,55.884256
2021/22,2021,20211111,S92000003,57.202508
2021/22,2021,20211112,S92000003,57.303167
2021/22,2021,20211115,S92000003,57.669946
2021/22,2021,20211116,S92000003,62.647627
2021/22,2021,20211117,S92000003,68.22209
2021/22,2021,20211118,S92000003,69.495754
2021/22,2021,20211119,S92000003,73.868848
2021/22,2021,20211121,S92000003,73.953874
2021/22,2021,20211122,S92000003,74.738847
2021/22,2021,20211123,S92000003,72.351879
2021/22,2021,20211124,S92000003,75.953333
2021/22,2021,20211125,S92000003,78.854271
2021/22,2021,20211129,S92000003,76.638133
2021/22,2021,20211130,S92000003,77.978847
2021/22,2021,20211201,S92000003,76.780607
2021/22,2021,20211204,S92000003,74.080225
2021/22,2021,20211206,S92000003,87.28348
2021/22,2021,20211207,S92000003,77.79297
2021/22,2021,20211208,S92000003,68.067796
2021/22,2021,20211209,S92000003,66.845784
2021/22,2021,20211210,S92000003,63.459897
2021/22,2021,20211213,S92000003,54.898854
2021/22,2021,20211214,S92000003,66.3614
2021/22,2021,20211215,S92000003,88.118114
2021/22,2021,20211216,S92000003,86.686466
2021/22,2021,20211217,S92000003,103.324175
2021/22,2021,20211219,S92000003,103.524237
2021/22,2021,20211220,S92000003,123.55775
2021/22,2021,20211229,S92000003,224.805782
2021/22,2022,20220103,S92000003,216.87049
2021/22,2022,20220104,S92000003,174.77806
2021/22,2022,20220105,S92000003,85.35803
2021/22,2022,20220106,S92000003,89.488171
2021/22,2022,20220107,S92000003,102.830284
2021/22,2022,20220110,S92000003,106.850667
2021/22,2022,20220111,S92000003,97.090116
2021/22,2022,20220112,S92000003,89.363429
2021/22,2022,20220113,S92000003,89.360176
2021/22,2022,20220114,S92000003,77.583201
2021/22,2022,20220117,S92000003,60.266737
2021/22,2022,20220118,S92000003,60.641046
2021/22,2022,20220119,S92000003,61.540577
2021/22,2022,20220120,S92000003,53.971707
2021/22,2022,20220121,S92000003,50.243262
2021/22,2022,20220124,S92000003,49.98414
2021/22,2022,20220125,S92000003,50.314454
2021/22,2022,20220126,S92000003,46.426886
2021/22,2022,20220127,S92000003,47.497401
2021/22,2022,20220128,S92000003,46.189989
2021/22,2022,20220131,S92000003,50.521257
2021/22,2022,20220201,S92000003,51.063124
2021/22,2022,20220202,S92000003,44.974283
2021/22,2022,20220203,S92000003,46.084228
2021/22,2022,20220204,S92000003,52.988683
2021/22,2022,20220207,S92000003,50.238846
2021/22,2022,20220208,S92000003,58.630224
2021/22,2022,20220209,S92000003,71.388913
2021/22,2022,20220210,S92000003,79.75849
2021/22,2022,20220211,S92000003,79.377779
2021/22,2022,20220214,S92000003,82.303414
2021/22,2022,20220215,S92000003,77.005569
2021/22,2022,20220216,S92000003,80.912812
2021/22,2022,20220217,S92000003,74.302498
2021/22,2022,20220218,S92000003,71.898628
2021/22,2022,20220219,S92000003,71.927638
2021/22,2022,20220221,S92000003,72.087214
2021/22,2022,20220222,S92000003,71.734211
2021/22,2022,20220223,S92000003,63.762555
2021/22,2022,20220224,S92000003,65.23097
2021/22,2022,20220225,S92000003,64.10153
2021/22,2022,20220228,S92000003,69.868484
2021/22,2022,20220301,S92000003,71.594168
2021/22,2022,20220302,S92000003,82.879425
2021/22,2022,20220303,S92000003,88.583631
2021/22,2022,20220304,S92000003,102.291057
2021/22,2022,20220307,S92000003,119.532981
2021/22,2022,20220308,S92000003,128.165773
2021/22,2022,20220309,S92000003,150.607969
2021/22,2022,20220310,S92000003,159.525851
2021/22,2022,20220311,S92000003,175.677514
2021/22,2022,20220313,S92000003,175.574187
2021/22,2022,20220314,S92000003,192.036305
2021/22,2022,20220315,S92000003,204.917765
2021/22,2022,20220316,S92000003,193.407124
2021/22,2022,20220317,S92000003,195.608468
2021/22,2022,20220318,S92000003,198.123272
2021/22,2022,20220321,S92000003,181.876605
2021/22,2022,20220322,S92000003,197.803901
2021/22,2022,20220323,S92000003,246.839908
2021/22,2022,20220324,S92000003,244.599109
2021/22,2022,20220325,S92000003,252.858232
2021/22,2022,20220328,S92000003,301.311255
2021/22,2022,20220329,S92000003,297.652559
2021/22,2022,20220330,S92000003,289.153321
2021/22,2022,20220331,S92000003,300.954287
2021/22,2022,20220401,S92000003,256.726705
2021/22,2022,20220404,S92000003,226.635711
2021/22,2022,20220405,S92000003,200.538313
2021/22,2022,20220406,S92000003,206.464609
2021/22,2022,20220407,S92000003,203.878299
2021/22,2022,20220408,S92000003,204.756956
2021/22,2022,20220411,S92000003,216.284076
2021/22,2022,20220412,S92000003,217.699976
2021/22,2022,20220413,S92000003,182.236254
2021/22,2022,20220414,S92000003,186.173448
2021/22,2022,20220415,S92000003,205.229629
2021/22,2022,20220418,S92000003,144.976198
2021/22,2022,20220419,S92000003,116.760863
2021/22,2022,20220420,S92000003,105.765717
2021/22,2022,20220421,S92000003,103.501566
2021/22,2022,20220422,S92000003,88.073764
2021/22,2022,20220425,S92000003,89.050691
2021/22,2022,20220426,S92000003,96.926604
2021/22,2022,20220427,S92000003,97.097325
2021/22,2022,20220428,S92000003,118.038763
2021/22,2022,20220429,S92000003,87.067642
2021/22,2022,20220502,S92000003,83.780728
2021/22,2022,20220503,S92000003,75.01356
2021/22,2022,20220504,S92000003,80.400144
2021/22,2022,20220505,S92000003,59.858226
2021/22,2022,20220506,S92000003,66.619218
2021/22,2022,20220509,S92000003,80.72815
2021/22,2022,20220510,S92000003,86.05353
2021/22,2022,20220511,S92000003,80.742415
2021/22,2022,20220512,S92000003,88.294885
2021/22,2022,20220513,S92000003,82.265426
2021/22,2022,20220516,S92000003,76.501481
2021/22,2022,20220517,S92000003,74.763928
2021/22,2022,20220518,S92000003,77.993012
2021/22,2022,20220519,S92000003,74.814055
2021/22,2022,20220520,S92000003,72.514129
2021/22,2022,20220523,S92000003,67.083807
2021/22,2022,20220524,S92000003,68.105509
2021/22,2022,20220525,S92000003,60.336389
2021/22,2022,20220526,S92000003,65.838165
